body_part,song,artist,track_url,popularity
Foot,"Let's Hear It for the Boy - From ""Footloose"" Original Soundtrack",Deniece Williams,https://open.spotify.com/track/4VyU9Tg4drTj2mOUZHSK2u,70
Hair,Blue Hair,TV Girl,https://open.spotify.com/track/39sDitIeCMrVX2QyXHY46t,88
Hair,Flowers in Your Hair,The Lumineers,https://open.spotify.com/track/3Hvg5tRKsQlX25wYwgMF9p,76
Hair,Sister Golden Hair,America,https://open.spotify.com/track/5VSAonaAPhhGn0G7hMYwWK,75
Hair,Long Haired Country Boy,The Charlie Daniels Band,https://open.spotify.com/track/5pihM63Tj50g1XjLxq0iU8,66
Hair,Hair Down (feat. Kendrick Lamar),SiR,https://open.spotify.com/track/4sFzG7iUlyPmuyASCkre9A,66
Hair,Brown Haired Blue Eyed Baby,JD Clayton,https://open.spotify.com/track/76H7cWSrOCpLiWzPiDrXbm,64
Hair,Thru My Hair,¿Téo?,https://open.spotify.com/track/6BbAFjOCHA1AknMtIu3VjZ,67
Hair,Whip My Hair,WILLOW,https://open.spotify.com/track/4Dio1t8RHzLv1nfPJTSZyP,64
Hair,my hair,Ariana Grande,https://open.spotify.com/track/6u7gmPOz7pzzaeR9xSBpsR,64
Hair,"Nails, Hair, Hips, Heels",Todrick Hall,https://open.spotify.com/track/3gWIY6WqA34ZRy8QVjTq5v,65
Hands,Father Stretch My Hands Pt. 1,Kanye West,https://open.spotify.com/track/4KW1lqgSr8TKrvBII0Brf8,87
Hands,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,https://open.spotify.com/track/03tqyYWC9Um2ZqU0ZN849H,80
Hands,Dancing With Our Hands Tied,Taylor Swift,https://open.spotify.com/track/7I7JbDv63ZJJsSi24DyJrz,79
Hands,Slow Hands,Niall Horan,https://open.spotify.com/track/2cOUlop2ZakjOKe4WinesN,79
Hands,Hands up!,kets4eki,https://open.spotify.com/track/04gSLX5nUhkKiMe1geeqnA,78
Hands,Hands up!,6arelyhuman,https://open.spotify.com/track/0Vqaw7CxyURWaRI9gNJthb,76
Hands,HANDSOMER (Remix) (Feat. Ktlyn),Ktlyn,https://open.spotify.com/track/0vp1sk3FzuDBeLMLcRhQdL,70
Hands,Wet Hands,C418,https://open.spotify.com/track/1tinoQpYXzpZDrb0BjK1e7,70
Hands,Hands up! - Nightcore,Pixel Hood,https://open.spotify.com/track/1qqEizepf7JPEQ5UQVP4Bh,72
Hands,Hands up! - Slowed,Pixel Hood,https://open.spotify.com/track/5QysgWndNifZvQ6RSjZVcZ,70
Head,Heading South,Zach Bryan,https://open.spotify.com/track/2Dct3GykKZ58hpWRFfe2Qd,85
Head,She Had Me At Heads Carolina,Cole Swindell,https://open.spotify.com/track/200x8ONbPfFzByUr3fVz46,83
Head,Headlines,Drake,https://open.spotify.com/track/6LxSe8YmdPxy095Ux6znaQ,81
Head,Head Over Boots,Jon Pardi,https://open.spotify.com/track/4ly1QBXEwYoDmje9rmEgC4,79
Head,death bed (coffee for your head),beabadoobee,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,85
Head,Voices In My Head,Falling In Reverse,https://open.spotify.com/track/5XUuldRjPXcP5QxyEN4IXT,78
Head,In My Head,Lil Tjay,https://open.spotify.com/track/1HvTxgCj0mTzQlEo0zLvFb,78
Head,Can't Get You out of My Head,Kylie Minogue,https://open.spotify.com/track/3E7ZwUMJFqpsDOJzEkBrQ7,81
Head,Head & Heart (feat. MNEK),MNEK,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,83
Head,My Head & My Heart,Ava Max,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm,80
Hip,Hips Don't Lie (feat. Wyclef Jean),Shakira,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,89
Hip,Hippies and Cowboys,Cody Jinks,https://open.spotify.com/track/0G7pjeHX2TDqw6mx14puWg,72
Hip,Hip Hop Hooray,Naughty By Nature,https://open.spotify.com/track/1SyQ6t9RdRBK0QUCS6a797,71
Hip,Habits (Stay High) - Hippie Sabotage Remix,Tove Lo,https://open.spotify.com/track/62N2JSA0jHmSH7Va9t7hIf,67
Hip,HIP,MAMAMOO,https://open.spotify.com/track/24nK8tW7Pt3Inh2utttuoG,74
Hip,Hip To Be Square,Huey Lewis & The News,https://open.spotify.com/track/648BMGrt98kUbLo24A4vgj,68
Hip,Hipócrita,Anuel AA,https://open.spotify.com/track/4CbANooTL2aTHzJZqQ0Uvk,76
Hip,Hip To Be Scared [Feat. Jacoby Shaddix],Ice Nine Kills,https://open.spotify.com/track/1tBghD5Z8rBeN7eHDXLamy,66
Hip,Hip-Hop,Dead Prez,https://open.spotify.com/track/2HoDr1yVksl19omOhc1zWy,65
Hip,"Nails, Hair, Hips, Heels",Todrick Hall,https://open.spotify.com/track/3gWIY6WqA34ZRy8QVjTq5v,65
Knee,Knee Deep (feat. Jimmy Buffett),Zac Brown Band,https://open.spotify.com/track/60IGhnH20N82dNxKnc8jDd,79
Knee,Knee Socks,Arctic Monkeys,https://open.spotify.com/track/2LGdO5MtFdyphi2EihANZG,79
Knee,On My Knees,RÜFÜS DU SOL,https://open.spotify.com/track/2ouFrmMwYik8nQX2n9SeZu,71
Knee,"Head, Shoulders, Knees and Toes",Mother Goose Club,https://open.spotify.com/track/2qKrxtkIuCOyE66TAunMXx,65
Knee,Knee Deep at ATP,Lovejoy,https://open.spotify.com/track/18g9sFXzAcXTPrcmDXSk9z,65
Knee,Head Shoulder Knees and Toes,CoComelon,https://open.spotify.com/track/6xfOJl9l0Gc5WxjmBAvQsA,65
Knee,On My Knees,RÜFÜS DU SOL,https://open.spotify.com/track/7ABUiQBM8cjktnp6QLTTaT,67
Knee,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,https://open.spotify.com/track/2RRpaU7jFVcwo23pthdnBv,69
Knee,"Head, Shoulders, Knees and Toes",Martha Blackburn,https://open.spotify.com/track/1ASON2czMxxdew6pusPG6r,66
Knee,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Norma Jean Martine,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG,67
Legs,Legs - 2008 Remaster,ZZ Top,https://open.spotify.com/track/7t6CAWplijBj4sdl0q3z0e,69
Legs,Can't Feel My Legs,Don Toliver,https://open.spotify.com/track/47IXLhp3c6mu7NqvpuhuLi,63
Legs,Drop Dead Legs - 2015 Remaster,Van Halen,https://open.spotify.com/track/49KoX0qpXf3wHyP9nfUaqq,57
Legs,Legs Shakin' (feat. Ludacris),R. Kelly,https://open.spotify.com/track/3GwlRvhCJPbPZbCE6lK7KC,54
Legs,Six Legs (tippy tappy toes),Madilyn Mei,https://open.spotify.com/track/2YEBDLIavEArLQBL1qbnYD,55
Legs,Hot Legs,Rod Stewart,https://open.spotify.com/track/0NIRG3SEn2Zf88o3qHJil5,57
Legs,Feeling On Her Legs,Frostydasnowmann,https://open.spotify.com/track/6dvuJKsUzEmk4Tl3Ovb9EB,50
Legs,Death On Two Legs (Dedicated To...) - Remastered 2011,Queen,https://open.spotify.com/track/4J0kN8QS2esY6cWBsFjtW9,50
Legs,PROSTHETIC LEGS,SosMula,https://open.spotify.com/track/4GZic05Jp01VnVNoy96zrP,50
Legs,Legs,Boyish,https://open.spotify.com/track/4uP0hLJCQCm8PkXXCLw9Js,48
Lips,Lips Of An Angel,Hinder,https://open.spotify.com/track/40LQiUUUKXVGyNs09lHVjW,76
Lips,Lips Are Movin,Meghan Trainor,https://open.spotify.com/track/6gj08XDlv9Duc2fPOxUmVD,74
Lips,Our Lips Are Sealed - Single Version,The Go-Go's,https://open.spotify.com/track/1GVnAD8Iz45rux6EC657Yv,66
Lips,Lipstick Lover,Janelle Monáe,https://open.spotify.com/track/6IhkXHtj7tJg5waF4utfX0,65
Lips,Lipstick Lover,Janelle Monáe,https://open.spotify.com/track/0zBVnui5j6g5lDEfPpbobx,64
Lips,Lips,IVE,https://open.spotify.com/track/0dRSOmb7pqkkmjXCu5BYbe,69
Lips,Lipstick Lover,Janelle Monáe,https://open.spotify.com/track/5c2jJgsGsnYWB6QdkK1ycR,61
Lips,"눈,코,입 (Eyes, Nose, Lips)",TAEYANG,https://open.spotify.com/track/0lYtIvI7bO51PZSeK22Mbz,70
Lips,Henry V: Henry V: Touch her soft lips and part,John Rutter,https://open.spotify.com/track/5WEmDvDiRpE7p3y8SMMAPJ,65
Lips,Molly's Lips - BBC John Peel Session 1990,Nirvana,https://open.spotify.com/track/0brL7VMo7onJJTGMSdajic,62
Mouth,Watch Your Mouth,The Backseat Lovers,https://open.spotify.com/track/4DHLopEsKDwQBgucGKJuzj,67
Mouth,"Flightless Bird, American Mouth",Iron & Wine,https://open.spotify.com/track/1fEGtTZjrjJW8eUeewnNJR,72
Mouth,Something in Your Mouth,Nickelback,https://open.spotify.com/track/6wO0vMRAJB0r1lEWBJZNOq,67
Mouth,Waterfalls Coming Out Your Mouth,Glass Animals,https://open.spotify.com/track/7s0FCUlKnSFjFPzcIJmkwo,66
Mouth,"Determinate - From ""Lemonade Mouth""",Lemonade Mouth,https://open.spotify.com/track/4qEoqyPbLYnLOii6mKlIjI,67
Mouth,IN MY MOUTH,Black Dresses,https://open.spotify.com/track/51fuLpPnBX5pzizp3PkODO,66
Mouth,Mouth for War,Pantera,https://open.spotify.com/track/6rkeaQRCWZxwkjhyqgxjXi,65
Mouth,Mind Yo Mouth,Summer Walker,https://open.spotify.com/track/2oyP6zpgfQOSAzYuLDrI6l,61
Mouth,Mouth Of The River,Imagine Dragons,https://open.spotify.com/track/1dekgAFF9uTCqLsklDaCWb,63
Mouth,You Took The Words Right Out of My Mouth (Hot Summer Night),Meat Loaf,https://open.spotify.com/track/7wawEkN4nhPqSBWleGvdxa,62
Neck,Right Side of My Neck,Faye Webster,https://open.spotify.com/track/3cxZT78mZDyLsLPJKcTu3U,74
Neck,Your Teeth In My Neck,Kali Uchis,https://open.spotify.com/track/54IbnYEdA3ymfxv07WgN3b,72
Neck,Now I'm up to My Neck with Offers,$uicideboy$,https://open.spotify.com/track/5ClnW65Z82Mqu4QFwf69YU,70
Neck,Break Ya Neck,Busta Rhymes,https://open.spotify.com/track/7gKgd0P3dAAePiSQQBqrlf,73
Neck,Candy Necklace (feat. Jon Batiste),Lana Del Rey,https://open.spotify.com/track/3MlEryrxCKZkcfX18ZLX96,73
Neck,"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)",Wu-Tang Clan,https://open.spotify.com/track/1Sgj10byiGzPpI2IrXSFEn,71
Neck,Goose Neck,Hotel Ugly,https://open.spotify.com/track/0vvDD9Ryb5cfKV7479TURG,65
Neck,Neck And Neck - DNMO Remix,Zeds Dead,https://open.spotify.com/track/2bCjaF7cRm53Wdq9RtkYJu,61
Neck,"My Neck, My Back (Lick It)",Khia,https://open.spotify.com/track/5r29mFrurlVBbqJzjr2XW6,65
Neck,Stiff Necked Fools,Bob Marley & The Wailers,https://open.spotify.com/track/1eN3VT6F8JNkjF9b4AMhzd,60
Nose,Nose On The Grindstone (OurVinyl Sessions),OurVinyl,https://open.spotify.com/track/4a2uqVlpRChHj32EjJLu7G,79
Nose,Red Nose,Sage The Gemini,https://open.spotify.com/track/1KIQ0RscHwxXPJUvhuO5Bl,66
Nose,Nosetalgia,Pusha T,https://open.spotify.com/track/7aK5rlTVxSgcqShPMI1TTH,65
Nose,Nosedive,BoyWithUke,https://open.spotify.com/track/4v7IE994aBZEjlo2tzZnhQ,66
Nose,Squidward Nose,cupcakKe,https://open.spotify.com/track/6CyHiyqSC7P5BAJZdgrQzO,64
Nose,Nosebleed Seats,Vansire,https://open.spotify.com/track/3zREOGri6ic2vk6Dt2NJWk,63
Nose,nose ring,Lil Peep,https://open.spotify.com/track/0Rz0cc0FAHuc2sbxmAZoZr,61
Nose,"눈,코,입 (Eyes, Nose, Lips)",TAEYANG,https://open.spotify.com/track/0lYtIvI7bO51PZSeK22Mbz,70
Nose,Nosebleed,Sophie Powers,https://open.spotify.com/track/1ElDn0WlZ4ELXHksk0Z8mu,56
Nose,A Snowflake On My Nose,Marielle Wilson,https://open.spotify.com/track/5DfVrpef8hqayH7cX85PMs,57
Pussy,Pussy & Millions (feat. Travis Scott),21 Savage,https://open.spotify.com/track/2KLwPaRDOB87XOYAT2fgxh,81
Pussy,Pussy Talk,City Girls,https://open.spotify.com/track/5EzL7hGT9g2Tvqsy158Lu9,67
Pussy,Pussy Poppin (I Don't Really Talk Like This),Rico Nasty,https://open.spotify.com/track/5Y5pnYbPnZzUhv3KEa6qbd,62
Pussy,Pussy Poppin (I Don't Really Talk Like This),Rico Nasty,https://open.spotify.com/track/0Hb2KGmwZez23POGBw2Xc2,63
Pussy,PUSSY TOO NUKEMIX,Lil Darkie,https://open.spotify.com/track/3BZP18McRvNMKJ0QYxThMr,59
Pussy,Pussy Is God,King Princess,https://open.spotify.com/track/6VCeywT4JeawuZOUkQ1okx,58
Pussy,Eatin' Pussy/Kickin' Ass,Wheeler Walker Jr.,https://open.spotify.com/track/4MInKYmt6vnJAH8NQeaZMN,57
Pussy,I Smell Pussy,G-Unit,https://open.spotify.com/track/6YTGeOilUBLvOGrpPBZ1OR,58
Pussy,Genetics (feat. Pussycat Dolls),Meghan Trainor,https://open.spotify.com/track/59F7idTDMJppMZgR6YFy4P,59
Pussy,Debilitate (feat. Pussy Riot),Pussy Riot,https://open.spotify.com/track/4lLSGmYY0E8ZGu2SzpmkAB,58
Tongue,Tongue Tied,GROUPLOVE,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,82
Tongue,Tongues & Teeth,The Crane Wives,https://open.spotify.com/track/0XSOLgNqtHZgEEaQyoQctR,62
Tongue,Bite Your Tongue,Attila,https://open.spotify.com/track/1lnW6hdkIDZU6JA53R0emi,61
Tongue,Tongue Tied (with YUNGBLUD & blackbear),blackbear,https://open.spotify.com/track/7jzldCBnJjpJM3epzJ85KE,61
Tongue,Tippa My Tongue,Red Hot Chili Peppers,https://open.spotify.com/track/7BCxIjRsqbc9Yiy2haBCIK,64
Tongue,Silver Tongues,Louis Tomlinson,https://open.spotify.com/track/29z96EFvG0L1wcj5kkIHzk,64
Tongue,mother tongue,Bring Me The Horizon,https://open.spotify.com/track/5IwUFTiNkarb5HEtNRtRtc,64
Tongue,Tongue,Holly Walker,https://open.spotify.com/track/78iVPIyFgGjQ0g0TmDWYtQ,63
Tongue,Sad Man's Tongue,Volbeat,https://open.spotify.com/track/7BbrlQk1YHVjHVyoGEpDV2,64
Tongue,Wagging Tongue,Depeche Mode,https://open.spotify.com/track/5g2GhW0Xdc0HHwUCaKkmRQ,66
Waist,Wading In Waist-High Water,Fleet Foxes,https://open.spotify.com/track/1u8PeiYinEIxqWGXcxSgrI,60
Waist,Wading In Waist-High Water - Solstice Version,Fleet Foxes,https://open.spotify.com/track/4hUidbtztjs6gKY5bf96FE,57
Waist,WAISTBIN,John-Robert,https://open.spotify.com/track/2wTJZjPz6CXA7u6LIR3tHy,52
Waist,IBADI (Waist),Rose May Alaba,https://open.spotify.com/track/3kBUa5io6UkLqH9amSu8aE,50
Waist,On My Waist,Warhol.SS,https://open.spotify.com/track/16au3RbAtGir6ZsFefwHrE,45
Waist,Grips on Your Waist,Shiloh Dynasty,https://open.spotify.com/track/4aGVAaYkqPZ5QBdDKTkLGT,48
Waist,Your Waist,King Perryy,https://open.spotify.com/track/2QKkkwmfTUA71dfLnMES9P,58
Waist,grips on your waist,Shiloh Dynasty,https://open.spotify.com/track/2ppPbwyzvoc875YTa6ej2V,49
Waist,Waistline,Frenna,https://open.spotify.com/track/0wd6imcxxLZhP7cTzyBeua,57
Waist,"Bad Bitch (Body, Waist, Lips, Face) [with KenTheMan]",KenTheMan,https://open.spotify.com/track/2lTas4vFJPpCVZlyJZJve0,44
Wrist,My wrist (with Young Thug),Young Thug,https://open.spotify.com/track/2beD5W9IkefQ04IO39XF7w,79
Wrist,Neck & Wrist (feat. JAY-Z & Pharrell Williams),Pusha T,https://open.spotify.com/track/7kQJCw0ZkvHgfJqRwPblmG,59
Wrist,My wrist (with Young Thug),Young Thug,https://open.spotify.com/track/4X6ipfUUYkI0XusODCeLoD,57
Wrist,Wrist,Logic,https://open.spotify.com/track/7qT7NUDywO7vNJNTNxqWiN,53
Wrist,PRINCESS CUTS MAH WRIST,Black Kray,https://open.spotify.com/track/59uBZxuzy5ILAMaaXLafLE,54
Wrist,Diamonds All on My Wrist,Lil Uzi Vert,https://open.spotify.com/track/77nc8grWapJTpC7Evz2her,53
Wrist,Flood My Wrist (feat. Lil Uzi Vert),Don Q,https://open.spotify.com/track/5Tj4faD9lGyMw8ZatUYR6G,53
Wrist,Limp Wrist,$uicideboy$,https://open.spotify.com/track/7zNjwnJWBWJDUchrHzhYMo,50
Wrist,Neck & Wrist (feat. JAY-Z & Pharrell),Pharrell Williams,https://open.spotify.com/track/5QNW6Vx14N4OfJ7D0eDg0d,53
Wrist,Wrist (feat. Solo Lucci),Chris Brown,https://open.spotify.com/track/3sHPSPSfMzziQD1v6U6vz0,53
